0007	PayInvest_0007_CMBC_41.20190228	100	200	
0007	PayInvest_0007_CMBC_42.20190228	100	200	
0007	PayInvest_0007_CMBC_43.20190228	100	200	
0007	PayInvest_0007_CMBC_44.20190228	100	200	
0007	PayInvest_0007_CMBC_45.20190228	100	200	
0007	PayInvest_0007_CMBC_46.20190228	100	200	
0007	PayInvest_0007_CMBC_47.20190228	100	200	
0007	PayInvest_0007_CMBC_48.20190228	100	200	
0007	PayInvest_0007_CMBC_49.20190228	100	200	
0007	PayInvest_0007_CMBC_50.20190228	100	200	
0007	PayInvest_0007_CMBC_51.20190228	100	200	
0007	PayInvest_0007_CMBC_52.20190228	100	200	
0007	PayInvest_0007_CMBC_53.20190228	100	200	
0007	PayInvest_0007_CMBC_54.20190228	100	200	
0007	PayInvest_0007_CMBC_55.20190228	100	200	
0007	PayInvest_0007_CMBC_56.20190228	100	200	
0007	PayInvest_0007_CMBC_57.20190228	100	200	
0007	PayInvest_0007_CMBC_58.20190228	100	200	
0007	PayInvest_0007_CMBC_59.20190228	100	200	
0007	PayInvest_0007_CMBC_60.20190228	100	200	
0007	PayInvest_0007_CMBC_61.20190228	100	200	
0007	PayInvest_0007_CMBC_62.20190228	100	200	
0007	PayInvest_0007_CMBC_63.20190228	100	200	
0007	PayInvest_0007_CMBC_64.20190228	100	200	
0007	PayInvest_0007_CMBC_65.20190228	100	200	
0007	PayInvest_0007_CMBC_66.20190228	100	200	
0007	PayInvest_0007_CMBC_67.20190228	100	200	
0007	PayInvest_0007_CMBC_68.20190228	100	200	
0007	PayInvest_0007_CMBC_69.20190228	100	200	
0007	PayInvest_0007_CMBC_70.20190228	100	200	
0007	PayInvest_0007_CMBC_71.20190228	100	200	
0007	PayInvest_0007_CMBC_72.20190228	100	200	
0007	PayInvest_0007_CMBC_73.20190228	100	200	
0007	PayInvest_0007_CMBC_74.20190228	100	200	
0007	PayInvest_0007_CMBC_75.20190228	100	200	
0007	PayInvest_0007_CMBC_76.20190228	100	200	
0007	PayInvest_0007_CMBC_77.20190228	70	140	
0008	PayInvest_0008_CMBC_77.20190228	100	200	
0008	PayInvest_0008_CMBC_78.20190228	100	200	
0008	PayInvest_0008_CMBC_79.20190228	100	200	
0008	PayInvest_0008_CMBC_80.20190228	100	200	
0008	PayInvest_0008_CMBC_81.20190228	100	200	
0008	PayInvest_0008_CMBC_82.20190228	100	200	
0008	PayInvest_0008_CMBC_83.20190228	100	200	
0008	PayInvest_0008_CMBC_84.20190228	100	200	
0008	PayInvest_0008_CMBC_85.20190228	100	200	
0008	PayInvest_0008_CMBC_86.20190228	100	200	
0008	PayInvest_0008_CMBC_87.20190228	100	200	
0008	PayInvest_0008_CMBC_88.20190228	96	192	
0010	PayInvest_0010_CMBC_88.20190228	100	200	
0010	PayInvest_0010_CMBC_89.20190228	100	200	
0010	PayInvest_0010_CMBC_90.20190228	100	200	
0010	PayInvest_0010_CMBC_91.20190228	100	200	
0010	PayInvest_0010_CMBC_92.20190228	100	200	
0010	PayInvest_0010_CMBC_93.20190228	100	200	
0010	PayInvest_0010_CMBC_94.20190228	100	200	
0010	PayInvest_0010_CMBC_95.20190228	100	200	
0010	PayInvest_0010_CMBC_96.20190228	100	200	
0010	PayInvest_0010_CMBC_97.20190228	100	200	
0010	PayInvest_0010_CMBC_98.20190228	100	200	
0010	PayInvest_0010_CMBC_99.20190228	100	200	
0010	PayInvest_0010_CMBC_100.20190228	100	200	
0010	PayInvest_0010_CMBC_101.20190228	100	200	
0010	PayInvest_0010_CMBC_102.20190228	100	200	
0010	PayInvest_0010_CMBC_103.20190228	100	200	
0010	PayInvest_0010_CMBC_104.20190228	100	200	
0010	PayInvest_0010_CMBC_105.20190228	100	200	
0010	PayInvest_0010_CMBC_106.20190228	100	200	
0010	PayInvest_0010_CMBC_107.20190228	100	200	
0010	PayInvest_0010_CMBC_108.20190228	100	200	
0010	PayInvest_0010_CMBC_109.20190228	100	200	
0010	PayInvest_0010_CMBC_110.20190228	100	200	
0010	PayInvest_0010_CMBC_111.20190228	100	200	
0010	PayInvest_0010_CMBC_112.20190228	100	200	
0010	PayInvest_0010_CMBC_113.20190228	50	100	
0012	PayInvest_0012_CMBC_113.20190228	14	28	
0014	PayInvest_0014_CMBC_113.20190228	100	200	
0014	PayInvest_0014_CMBC_114.20190228	100	200	
0014	PayInvest_0014_CMBC_115.20190228	100	200	
0014	PayInvest_0014_CMBC_116.20190228	100	200	
0014	PayInvest_0014_CMBC_117.20190228	100	200	
0014	PayInvest_0014_CMBC_118.20190228	100	200	
0014	PayInvest_0014_CMBC_119.20190228	100	200	
0014	PayInvest_0014_CMBC_120.20190228	100	200	
0014	PayInvest_0014_CMBC_121.20190228	100	200	
0014	PayInvest_0014_CMBC_122.20190228	100	200	
0014	PayInvest_0014_CMBC_123.20190228	100	200	
0014	PayInvest_0014_CMBC_124.20190228	100	200	
0014	PayInvest_0014_CMBC_125.20190228	100	200	
0014	PayInvest_0014_CMBC_126.20190228	96	192	
0015	PayInvest_0015_CMBC_126.20190228	21	42	
0017	PayInvest_0017_CMBC_126.20190228	100	200	
0017	PayInvest_0017_CMBC_127.20190228	100	200	
0017	PayInvest_0017_CMBC_128.20190228	100	200	
0017	PayInvest_0017_CMBC_129.20190228	100	200	
0017	PayInvest_0017_CMBC_130.20190228	100	200	
0017	PayInvest_0017_CMBC_131.20190228	100	200	
0017	PayInvest_0017_CMBC_132.20190228	22	44	
0018	PayInvest_0018_CMBC_132.20190228	4	8	
0019	PayInvest_0019_CMBC_132.20190228	9	18	
0020	PayInvest_0020_CMBC_132.20190228	100	200	
0020	PayInvest_0020_CMBC_133.20190228	100	200	
0020	PayInvest_0020_CMBC_134.20190228	100	200	
0020	PayInvest_0020_CMBC_135.20190228	100	200	
0020	PayInvest_0020_CMBC_136.20190228	100	200	
0020	PayInvest_0020_CMBC_137.20190228	100	200	
0020	PayInvest_0020_CMBC_138.20190228	100	200	
0020	PayInvest_0020_CMBC_139.20190228	100	200	
0020	PayInvest_0020_CMBC_140.20190228	100	200	
0020	PayInvest_0020_CMBC_141.20190228	100	200	
0020	PayInvest_0020_CMBC_142.20190228	100	200	
0020	PayInvest_0020_CMBC_143.20190228	100	200	
0020	PayInvest_0020_CMBC_144.20190228	100	200	
0020	PayInvest_0020_CMBC_145.20190228	100	200	
0020	PayInvest_0020_CMBC_146.20190228	100	200	
0020	PayInvest_0020_CMBC_147.20190228	100	200	
0020	PayInvest_0020_CMBC_148.20190228	100	200	
0020	PayInvest_0020_CMBC_149.20190228	51	102	
0021	PayInvest_0021_CMBC_149.20190228	100	200	
0021	PayInvest_0021_CMBC_150.20190228	100	200	
0021	PayInvest_0021_CMBC_151.20190228	100	200	
0021	PayInvest_0021_CMBC_152.20190228	100	200	
0021	PayInvest_0021_CMBC_153.20190228	23	46	
0022	PayInvest_0022_CMBC_153.20190228	1	2	
0023	PayInvest_0023_CMBC_153.20190228	12	24	
0025	PayInvest_0025_CMBC_153.20190228	100	200	
0025	PayInvest_0025_CMBC_154.20190228	100	200	
0025	PayInvest_0025_CMBC_155.20190228	100	200	
0025	PayInvest_0025_CMBC_156.20190228	100	200	
0025	PayInvest_0025_CMBC_157.20190228	100	200	
0025	PayInvest_0025_CMBC_158.20190228	100	200	
0025	PayInvest_0025_CMBC_159.20190228	100	200	
0025	PayInvest_0025_CMBC_160.20190228	100	200	
0025	PayInvest_0025_CMBC_161.20190228	100	200	
0025	PayInvest_0025_CMBC_162.20190228	100	200	
0025	PayInvest_0025_CMBC_163.20190228	100	200	
0025	PayInvest_0025_CMBC_164.20190228	100	200	
0025	PayInvest_0025_CMBC_165.20190228	100	200	
0025	PayInvest_0025_CMBC_166.20190228	100	200	
0025	PayInvest_0025_CMBC_167.20190228	100	200	
0025	PayInvest_0025_CMBC_168.20190228	100	200	
0025	PayInvest_0025_CMBC_169.20190228	100	200	
0025	PayInvest_0025_CMBC_170.20190228	100	200	
0025	PayInvest_0025_CMBC_171.20190228	100	200	
0025	PayInvest_0025_CMBC_172.20190228	100	200	
0025	PayInvest_0025_CMBC_173.20190228	100	200	
0025	PayInvest_0025_CMBC_174.20190228	100	200	
0025	PayInvest_0025_CMBC_175.20190228	76	152	
0026	PayInvest_0026_CMBC_175.20190228	100	200	
0026	PayInvest_0026_CMBC_176.20190228	100	200	
0026	PayInvest_0026_CMBC_177.20190228	100	200	
0026	PayInvest_0026_CMBC_178.20190228	100	200	
0026	PayInvest_0026_CMBC_179.20190228	100	200	
0026	PayInvest_0026_CMBC_180.20190228	100	200	
0026	PayInvest_0026_CMBC_181.20190228	100	200	
0026	PayInvest_0026_CMBC_182.20190228	100	200	
0026	PayInvest_0026_CMBC_183.20190228	100	200	
0026	PayInvest_0026_CMBC_184.20190228	100	200	
0026	PayInvest_0026_CMBC_185.20190228	100	200	
0026	PayInvest_0026_CMBC_186.20190228	100	200	
0026	PayInvest_0026_CMBC_187.20190228	100	200	
0026	PayInvest_0026_CMBC_188.20190228	100	200	
0026	PayInvest_0026_CMBC_189.20190228	36	72	
0027	PayInvest_0027_CMBC_189.20190228	12	24	
